file,true_label,score,class
00001507-fff1-58e8-bf1a-11ebee06e9cb-TRN-EML-Source.png,0,3.1995936296880245e-05,real
00153c61-aaac-529f-b11b-f1edf3e0f17f-TRN-EML-Source-RVLCDIP.png,0,0.4866271913051605,real
0023823e-ae0f-57c8-b4bf-25062ddc090c-TST-DOC-Source.png,0,0.20054545998573303,real
004d76d9-272f-5e03-868c-c21328e4eeba-TRN-RCT-Source.png,0,0.0012753959745168686,real
004f9ef4-68ab-54d3-9142-459c5f927a1f-TRN-RCT-Source-CORD.png,0,0.9257869124412537,real
00605300-f6fc-529f-9638-440c4da91c2c-TRN-DOC-Source.png,0,0.0006705818232148886,real
00725f8e-a57c-5d09-8c60-1f0a4b65d0ad-TRN-EML-Source.png,0,0.12150314450263977,real
0096bc62-7ee8-555b-bb45-94e4a924632e-TRN-DOC-Source.png,0,0.9969444870948792,real
00a24a90-843a-5abf-a764-65ed2f9356dd-TRN-EML-Source-RVLCDIP.png,0,0.00391301279887557,real
00d094c7-b376-57df-893e-3b1cea774216-TRN-EML-Source.png,0,0.0005646758363582194,real
00fb3ba4-1c16-5806-9e8c-255dc1e6f2b7-TRN-RCT-Source-FIN.png,0,0.016706278547644615,real
0105fa6e-0ebf-59ee-82b8-8225b5ec3188-TRN-EML-Source.png,0,7.725881732767448e-05,real
0173c7d6-50c6-5ae4-8f59-d6692e1bce07-TRN-EML-Source.png,0,2.8507525712484494e-05,real
017aca57-2967-52a4-81ac-e1b25b4da988-TRN-RCT-Source.png,0,0.005189732648432255,real
01821442-5f34-55a9-be52-cb54ffa5ecb5-TRN-RCT-Source.png,0,0.0007024880032986403,real
01e0e8f9-af92-59a2-b8ec-75309eb5040c-TST-RCT-Source.png,0,0.01620854251086712,real
01eb394b-b2c1-537f-9775-78ddf9c9e477-TRN-RCT-Source.png,0,0.4291694462299347,real
01fbb6e7-56b7-5431-a2e8-f1022c58909f-TRN-EML-Source.png,0,0.00022803089814260602,real
022311f5-7c91-55e2-80f6-203b7fbb39cc-TST-EML-Source.png,0,0.004113238770514727,real
02244c4f-71c7-50af-9fb8-e9052823a9e7-TST-RCT-Source-CORD.png,0,0.1871834397315979,real
022b3180-8725-5c99-a59e-08cfecb9dac2-TST-RCT-Source-FIN.png,0,0.17677435278892517,real
02748858-3b3b-5c9d-83a1-a8d790429660-TRN-EML-Source-RVLCDIP.png,0,0.4866271913051605,real
